module,type,name,res_id,src,value
account,view,account.analytic.account,account.view_account_analytic_account_search,Parent Account,
account,field,"account.account.template,parent_id",0,Parent Account Template,
account,field,"account.chart.template,parent_id",0,Parent Chart Template,
account,field,"account.tax.code,parent_id",0,Parent Code,
account,view,account.tax.code.template,account.view_tax_code_template_search,Parent Code,
account,field,"account.tax.code.template,parent_id",0,Parent Code,
account,field,"account.account,parent_left",0,Parent Left,
account,view,account.financial.report,account.view_account_financial_report_search,Parent Report,
account,field,"account.account,parent_right",0,Parent Right,
account,field,"account.tax,parent_id",0,Parent Tax Account,
account,field,"account.tax.template,parent_id",0,Parent Tax Account,
account,field,"account.addtmpl.wizard,cparent_id",0,Parent target,
account,field,"account.move.reconcile,line_partial_ids",0,Partial Entry lines,
account,field,"account.move.line,reconcile_partial_id",0,Partial Reconcile,
account,view,account.move.line.reconcile,account.view_account_move_line_reconcile_full,Partial Reconcile,
account,view,account.move.reconcile,account.view_move_reconcile_form,Partial Reconcile Entries,
account,field,"account.bank.statement.line,partner_id",0,Partner,
account,view,account.entries.report,account.view_account_entries_report_search,Partner,
account,field,"account.entries.report,partner_id",0,Partner,
account,view,account.invoice,account.view_account_invoice_filter,Partner,
account,field,"account.invoice,partner_id",0,Partner,
account,field,"account.invoice.line,partner_id",0,Partner,
account,view,account.invoice.report,account.view_account_invoice_report_search,Partner,
account,field,"account.invoice.report,partner_id",0,Partner,
account,field,"account.model.line,partner_id",0,Partner,
account,view,account.move,account.view_account_move_filter,Partner,
account,field,"account.move,partner_id",0,Partner,
account,view,account.move.line,account.view_account_move_line_filter,Partner,
account,field,"account.move.line,partner_id",0,Partner,
account,code,addons\account\static\src\js\account_widgets.js,904,Partner,
account,code,addons\account\static\src\xml\account_bank_statement_reconciliation.xml,135,Partner,
account,view,analytic.entries.report,account.view_analytic_entries_report_search,Partner,
account,field,"analytic.entries.report,partner_id",0,Partner,
account,model,"ir.model,name",account.model_res_partner,Partner,
account,field,"report.invoice.created,partner_id",0,Partner,
account,view,website,account.report_generalledger,Partner,
account,view,website,account.report_journal,Partner,
account,view,website,account.report_salepurchasejournal,Partner,
account,model,"ir.actions.act_window,name",account.action_account_partner_balance,Partner Balance,
account,model,"ir.actions.report.xml,name",account.action_account_3rdparty_account_balance,Partner Balance,
account,model,"ir.ui.menu,name",account.menu_account_partner_balance_report,Partner Balance,
account,view,website,account.report_partnerbalance,Partner Balance,
account,field,"account.invoice.report,commercial_partner_id",0,Partner Company,
account,xsl,account.transfer,0,Partner ID,
account,model,"ir.actions.act_window,name",account.action_account_partner_ledger,Partner Ledger,
account,model,"ir.actions.report.xml,name",account.action_report_partner_ledger,Partner Ledger,
account,model,"ir.actions.report.xml,name",account.action_report_partner_ledger_other,Partner Ledger,
account,model,"ir.ui.menu,name",account.menu_account_partner_ledger,Partner Ledger,
account,view,website,account.report_partnerledger,Partner Ledger,
account,view,website,account.report_partnerledgerother,Partner Ledger,
account,field,"account.bank.statement.line,partner_name",0,Partner Name,
account,selection,"account.model.line,date_maturity",0,Partner Payment Term,
account,view,account.partner.reconcile.process,account.account_partner_reconcile_view,Partner Reconciliation,
account,field,"account.aged.trial.balance,result_selection",0,Partner's,
account,field,"account.common.partner.report,result_selection",0,Partner's,
account,field,"account.partner.balance,result_selection",0,Partner's,
account,field,"account.partner.ledger,result_selection",0,Partner's,
account,view,website,account.report_partnerbalance,Partner's,
account,view,website,account.report_partnerledger,Partner's,
account,view,website,account.report_partnerledgerother,Partner's,
account,view,website,account.report_agedpartnerbalance,Partner's:,
account,model,"ir.ui.menu,name",account.next_id_22,Partners,
account,view,website,account.report_agedpartnerbalance,Partners,
account,field,"account.partner.reconcile.process,today_reconciled",0,Partners Reconciled Today,
account,selection,"account.aged.trial.balance,direction_selection",0,Past,
account,field,"account.config.settings,module_account_check_writing",0,Pay your suppliers by check,
account,selection,"account.account,type",0,Payable,
account,selection,"account.account.template,type",0,Payable,
account,model,"account.account.type,name",account.data_account_type_payable,Payable,
account,selection,"account.entries.report,type",0,Payable,
account,view,account.chart.template,account.view_account_chart_template_seacrh,Payable Account,
account,field,"account.chart.template,property_account_payable",0,Payable Account,
account,view,account.account,account.view_account_search,Payable Accounts,
account,view,account.account.template,account.view_account_template_search,Payable Accounts,
account,selection,"account.aged.trial.balance,result_selection",0,Payable Accounts,
account,selection,"account.common.partner.report,result_selection",0,Payable Accounts,
account,selection,"account.partner.balance,result_selection",0,Payable Accounts,
account,selection,"account.partner.ledger,result_selection",0,Payable Accounts,
account,code,addons\account\report\account_partner_balance.py,253,Payable Accounts,
account,code,addons\account\report\account_partner_ledger.py,276,Payable Accounts,
account,view,website,account.report_agedpartnerbalance,Payable Accounts,
account,field,"res.partner,debit_limit",0,Payable Limit,
account,view,account.statement.from.invoice.lines,account.view_account_statement_from_invoice_lines,Payable and Receivables,
account,view,account.invoice,account.invoice_supplier_form,Payment Date,
account,field,"account.invoice,reference_type",0,Payment Reference,
account,field,"account.invoice.report,payment_term",0,Payment Term,
account,view,account.payment.term,account.view_payment_term_form,Payment Term,
account,view,account.payment.term,account.view_payment_term_search,Payment Term,
account,field,"account.payment.term,name",0,Payment Term,
account,view,account.payment.term.line,account.view_payment_term_line_form,Payment Term,
account,view,account.payment.term.line,account.view_payment_term_line_tree,Payment Term,
account,field,"account.payment.term.line,payment_id",0,Payment Term,
account,model,"ir.model,name",account.model_account_payment_term,Payment Term,
account,model,"ir.model,name",account.model_account_payment_term_line,Payment Term Line,
account,view,website,account.report_invoice_document,Payment Term:,
account,field,"account.invoice,payment_term",0,Payment Terms,
account,model,"ir.actions.act_window,name",account.action_payment_term_form,Payment Terms,
account,model,"ir.ui.menu,name",account.menu_action_payment_term_form,Payment Terms,
account,view,account.payment.term,account.view_payment_term_form,Payment term explanation for the customer...,
account,view,account.invoice,account.invoice_form,Payments,
account,view,account.invoice,account.invoice_supplier_form,Payments,
account,selection,"account.vat.declaration,based_on",0,Payments,
account,field,"res.company,paypal_account",0,Paypal Account,
account,field,"account.invoice,paypal_url",0,Paypal Url,
account,field,"account.config.settings,paypal_account",0,Paypal account,
account,help,"account.config.settings,paypal_account",0,"Paypal account (email) for receiving online payments (credit card, etc.) If you set a paypal account, the customer  will be able to pay your invoices or quotations with a button ""Pay with  Paypal"" in automated emails or through the Odoo portal.",
account,help,"res.company,paypal_account",0,Paypal username (usually email) for receiving online payments.,
account,view,account.analytic.account,account.view_account_analytic_account_search,Pending,
account,view,account.analytic.account,account.view_account_analytic_account_search,Pending Accounts,
account,model,"ir.actions.act_window,name",account.action_invoice_tree_pending_invoice,Pending Invoice,
account,selection,"account.payment.term.line,value",0,Percent,
account,selection,"account.tax.template,type",0,Percent,
account,selection,"account.tax,type",0,Percentage,
account,selection,"account.statement.operation.template,amount_type",0,Percentage of open balance,
account,selection,"account.statement.operation.template,amount_type",0,Percentage of total amount,
account,constraint,account.payment.term.line,0,"Percentages for Payment Term Line must be between 0 and 1, Example: 0.02 for 2%.",
account,field,"account.automatic.reconcile,period_id",0,Period,
account,view,account.bank.statement,account.view_account_bank_statement_filter,Period,
account,view,account.bank.statement,account.view_bank_statement_search,Period,
account,field,"account.bank.statement,period_id",0,Period,
account,field,"account.entries.report,period_id",0,Period,
account,view,account.fiscalyear,account.view_account_fiscalyear_form,Period,
account,view,account.invoice,account.view_account_invoice_filter,Period,
account,view,account.invoice.report,account.view_account_invoice_report_search,Period,
account,field,"account.journal.period,period_id",0,Period,
account,view,account.move,account.view_account_move_filter,Period,
account,field,"account.move,period_id",0,Period,
account,view,account.move.line,account.view_account_move_line_filter,Period,
account,field,"account.move.line,period_id",0,Period,
account,view,account.period,account.view_account_period_search,Period,
account,view,account.period,account.view_account_period_tree,Period,
account,field,"account.subscription,period_nbr",0,Period,
account,field,"account.tax.chart,period_id",0,Period,
account,field,"account.treasury.report,period_id",0,Period,
account,code,addons\account\static\src\xml\account_bank_statement_reconciliation.xml,163,Period,
account,field,"validate.account.move,period_ids",0,Period,
account,code,addons\account\static\src\xml\account_move_line_quickadd.xml,8,Period :,
account,view,website,account.report_analyticcostledger,Period From:,
account,view,website,account.report_analyticcostledgerquantity,Period From:,
account,view,website,account.report_analyticjournal,Period From:,
account,field,"account.aged.trial.balance,period_length",0,Period Length (days),
account,view,website,account.report_agedpartnerbalance,Period Length (days),
account,field,"account.period,name",0,Period Name,
account,field,"account.tax.code,sum_period",0,Period Sum,
account,view,website,account.report_analyticcostledger,Period To:,
account,view,website,account.report_analyticcostledgerquantity,Period To:,
account,view,website,account.report_analyticjournal,Period To:,
account,field,"account.subscription,period_type",0,Period Type,
account,view,website,account.report_journal,Period:,
account,view,website,account.report_salepurchasejournal,Period:,
account,model,"ir.ui.menu,name",account.menu_finance_periodical_processing,Periodic Processing,
account,selection,"account.aged.trial.balance,filter",0,Periods,
account,selection,"account.balance.report,filter",0,Periods,
account,selection,"account.central.journal,filter",0,Periods,
account,view,account.chart,account.view_account_chart,Periods,
account,selection,"account.common.account.report,filter",0,Periods,
account,selection,"account.common.journal.report,filter",0,Periods,
account,selection,"account.common.partner.report,filter",0,Periods,
account,view,account.common.report,account.account_common_report_view,Periods,
account,selection,"account.common.report,filter",0,Periods,
account,field,"account.config.settings,period",0,Periods,
account,field,"account.fiscalyear,period_ids",0,Periods,
account,selection,"account.general.journal,filter",0,Periods,
account,field,"account.installer,period",0,Periods,
account,selection,"account.partner.balance,filter",0,Periods,
account,selection,"account.partner.ledger,filter",0,Periods,
account,view,account.print.journal,account.account_report_print_journal,Periods,
account,selection,"account.print.journal,filter",0,Periods,
account,selection,"account.report.general.ledger,filter",0,Periods,
account,view,account.vat.declaration,account.view_account_vat_declaration,Periods,
account,selection,"account.vat.declaration,filter",0,Periods,
account,view,accounting.report,account.accounting_report_view,Periods,
account,selection,"accounting.report,filter",0,Periods,
account,selection,"accounting.report,filter_cmp",0,Periods,
account,model,"ir.actions.act_window,name",account.action_account_period,Periods,
account,model,"ir.ui.menu,name",account.menu_action_account_period,Periods,
account,model,"ir.ui.menu,name",account.next_id_23,Periods,
account,view,website,account.report_vat,Periods:,
account,code,addons\account\wizard\pos_box.py,36,Please check that the field 'Internal Transfers Account' is set on the payment method '%s'.,
account,code,addons\account\wizard\pos_box.py,32,Please check that the field 'Journal' is set on the Bank Statement,
account,code,addons\account\account_invoice.py,799,Please create some invoice lines.,
account,code,addons\account\account.py,1321,Please define a sequence on the journal.,
account,code,addons\account\account_invoice.py,797,Please define sequence on the journal related to this invoice.,
account,code,addons\account\account_bank_statement.py,330,Please verify that an account is defined in the journal.,
account,code,addons\account\account_invoice.py,819,"Please verify the price of the invoice!
The encoded total does not match the computed total.",
account,view,account.move,account.view_move_form,Post,
account,model,"ir.actions.act_window,name",account.action_validate_account_move,Post Journal Entries,
account,model,"ir.actions.act_window,name",account.action_validate_account_move_line,Post Journal Entries,
account,model,"ir.ui.menu,name",account.menu_validate_account_moves,Post Journal Entries,
account,view,validate.account.move,account.validate_account_move_view,Post Journal Entries,
account,view,validate.account.move.lines,account.validate_account_move_line_view,Post Journal Entries,
account,view,account.entries.report,account.view_account_entries_report_search,Posted,
account,selection,"account.entries.report,move_state",0,Posted,
account,view,account.move,account.view_account_move_filter,Posted,
account,selection,"account.move,state",0,Posted,
account,view,account.move.line,account.view_account_move_line_filter,Posted,
account,view,account.move,account.view_account_move_filter,Posted Journal Entries,
account,view,account.move.line,account.view_account_move_line_filter,Posted Journal Items,
account,view,account.entries.report,account.view_account_entries_report_search,Posted entries,
account,field,"account.automatic.reconcile,power",0,Power,
account,selection,"account.financial.report,sign",0,Preserve balance sign,
account,model,"ir.model,name",account.model_account_statement_operation_template,Preset for the lines that can be created in a bank statement reconciliation,
account,view,account.aged.trial.balance,account.account_aged_balance_view,Print,
account,view,account.analytic.balance,account.account_analytic_balance_view,Print,
account,view,account.analytic.cost.ledger,account.account_analytic_cost_view,Print,
account,view,account.analytic.cost.ledger.journal.report,account.account_analytic_cost_ledger_journal_view,Print,
account,view,account.analytic.inverted.balance,account.account_analytic_invert_balance_view,Print,
account,view,account.analytic.journal.report,account.account_analytic_journal_view,Print,
account,view,account.common.report,account.account_common_report_view,Print,
account,view,account.invoice,account.invoice_form,Print,
account,model,"ir.model,name",account.model_account_partner_balance,Print Account Partner Balance,
account,view,account.invoice,account.invoice_form,Print Invoice,
account,help,"account.central.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,
account,help,"account.common.journal.report,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,
account,help,"account.general.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,
account,help,"account.print.journal,amount_currency",0,Print Report with the currency column if the currency differs from the company currency.,
account,model,"ir.actions.act_window,name",account.action_account_print_sale_purchase_journal,Print Sale/Purchase Journal,
account,view,account.vat.declaration,account.view_account_vat_declaration,Print Tax Statement,
account,selection,"account.journal.period,state",0,Printed,
account,view,website,account.report_analyticcostledger,Printing Date:,
account,view,website,account.report_analyticcostledgerquantity,Printing Date:,
account,view,account.invoice,account.invoice_form,Pro Forma Invoice,
account,selection,"account.invoice,state",0,Pro-forma,
account,view,account.invoice.report,account.view_account_invoice_report_search,Pro-forma,
account,selection,"account.invoice.report,state",0,Pro-forma,
account,selection,"report.invoice.created,state",0,Pro-forma,
account,model,"res.groups,name",account.group_proforma_invoices,Pro-forma Invoices,
account,view,account.analytic.line,account.view_account_analytic_line_filter,Product,
account,field,"account.analytic.line,product_id",0,Product,
account,field,"account.entries.report,product_id",0,Product,
account,field,"account.invoice.line,product_id",0,Product,
account,field,"account.invoice.report,product_id",0,Product,
account,field,"account.move.line,product_id",0,Product,
account,field,"analytic.entries.report,product_id",0,Product,
account,field,"report.account.sales,product_id",0,Product,
account,field,"report.account_type.sales,product_id",0,Product,
account,model,"ir.model,name",account.model_product_category,Product Category,
account,view,account.analytic.line,account.account_analytic_line_extended_form,Product Information,
account,view,account.analytic.line,account.view_account_analytic_line_form,Product Information,
account,field,"account.invoice.report,product_qty",0,Product Quantity,
account,model,"ir.model,name",account.model_product_template,Product Template,
account,field,"account.entries.report,product_uom_id",0,Product Unit of Measure,
account,field,"analytic.entries.report,product_uom_id",0,Product Unit of Measure,
account,field,"account.entries.report,quantity",0,Products Quantity,
account,code,addons\account\account_cash_statement.py,306,Profit,
account,code,addons\account\account_cash_statement.py,318,Profit,
account,selection,"account.account.type,report_type",0,Profit & Loss (Expense account),
account,code,addons\account\account.py,207,Profit & Loss (Expense account),
account,selection,"account.account.type,report_type",0,Profit & Loss (Income account),
account,code,addons\account\account.py,206,Profit & Loss (Income account),
account,model,"account.financial.report,name",account.account_financial_report_profitloss_toreport0,Profit (Loss) to report,
account,field,"account.journal,profit_account_id",0,Profit Account,
account,model,"ir.ui.menu,name",account.menu_account_report_pl,Profit And Loss,
account,model,"account.financial.report,name",account.account_financial_report_profitandloss0,Profit and Loss,
account,model,"ir.actions.act_window,name",account.action_account_report_pl,Profit and Loss,
account,view,account.invoice,account.view_account_invoice_filter,Proforma,
account,view,account.invoice,account.view_account_invoice_filter,Proforma Invoices,
account,view,account.invoice,account.view_account_invoice_filter,Proforma/Open/Paid Invoices,
account,field,"account.partner.reconcile.process,progress",0,Progress,
account,view,website,account.report_generalledger,Progress,
account,view,account.analytic.line,account.account_analytic_line_extended_form,Project line,
account,view,account.chart.template,account.view_account_chart_template_form,Properties,
account,selection,"account.analytic.journal,type",0,Purchase,
account,view,account.config.settings,account.view_account_config_settings,Purchase,
account,view,account.journal,account.view_account_journal_search,Purchase,
account,selection,"account.journal,type",0,Purchase,
account,view,account.model,account.view_model_search,Purchase,
account,view,account.tax,account.view_account_tax_search,Purchase,
account,selection,"account.tax,type_tax_use",0,Purchase,
account,view,account.tax.template,account.view_account_tax_template_search,Purchase,
account,selection,"account.tax.template,type_tax_use",0,Purchase,
account,code,addons\account\account.py,3186,Purchase Journal,
account,selection,"account.journal,type",0,Purchase Refund,
account,code,addons\account\account.py,3188,Purchase Refund Journal,
account,view,wizard.multi.charts.accounts,account.view_wizard_multi_chart,Purchase Tax,
account,code,addons\account\account.py,3381,Purchase Tax %.2f%%,
account,field,"wizard.multi.charts.accounts,purchase_tax_rate",0,Purchase Tax(%),
account,field,"account.config.settings,purchase_journal_id",0,Purchase journal,
account,field,"account.config.settings,purchase_refund_journal_id",0,Purchase refund journal,
account,field,"account.config.settings,purchase_tax_rate",0,Purchase tax (%),
account,view,account.analytic.line,account.view_account_analytic_line_filter,Purchases,
account,view,cash.box.in,account.cash_box_in_form,Put Money In,
account,model,"ir.actions.act_window,name",account.action_cash_box_in,Put Money In,
account,field,"account.tax,python_compute",0,Python Code,
account,selection,"account.tax,type",0,Python Code,
account,selection,"account.tax.template,applicable_type",0,Python Code,
account,field,"account.tax.template,python_compute",0,Python Code,
account,selection,"account.tax.template,type",0,Python Code,
account,field,"account.tax,python_compute_inv",0,Python Code (reverse),
account,field,"account.tax.template,python_compute_inv",0,Python Code (reverse),
account,field,"account.invoice.line,quantity",0,Quantity,
account,field,"account.model.line,quantity",0,Quantity,
account,field,"account.move.line,quantity",0,Quantity,
account,field,"report.account.sales,quantity",0,Quantity,
account,field,"report.account_type.sales,quantity",0,Quantity,
account,view,website,account.report_analyticbalance,Quantity,
account,view,website,account.report_analyticcostledgerquantity,Quantity,
account,view,website,account.report_invertedanalyticbalance,Quantity,
account,view,website,account.report_invoice_document,Quantity,
account,field,"temp.range,name",0,Range,
account,view,account.invoice,account.invoice_form,Re-Open,
account,view,account.invoice,account.invoice_supplier_form,Re-Open,
account,view,account.period,account.view_account_period_form,Re-Open Period,
account,view,account.bank.statement,account.view_bank_statement_form2,Real Closing Balance,
account,field,"account.invoice.refund,description",0,Reason,
account,field,"cash.box.in,name",0,Reason,
account,field,"cash.box.out,name",0,Reason,
account,selection,"account.account,type",0,Receivable,
account,selection,"account.account.template,type",0,Receivable,
account,model,"account.account.type,name",account.data_account_type_receivable,Receivable,
account,selection,"account.entries.report,type",0,Receivable,
account,view,account.chart.template,account.view_account_chart_template_seacrh,Receivable Account,
account,field,"account.chart.template,property_account_receivable",0,Receivable Account,
account,view,account.account,account.view_account_search,Receivable Accounts,
account,view,account.account.template,account.view_account_template_search,Receivable Accounts,
account,selection,"account.aged.trial.balance,result_selection",0,Receivable Accounts,
account,selection,"account.common.partner.report,result_selection",0,Receivable Accounts,
account,selection,"account.partner.balance,result_selection",0,Receivable Accounts,
account,selection,"account.partner.ledger,result_selection",0,Receivable Accounts,
account,code,addons\account\report\account_partner_balance.py,251,Receivable Accounts,
account,code,addons\account\report\account_partner_ledger.py,274,Receivable Accounts,
account,view,website,account.report_agedpartnerbalance,Receivable Accounts,
account,model,"ir.model,name",account.model_report_account_receivable,Receivable accounts,
account,selection,"account.aged.trial.balance,result_selection",0,Receivable and Payable Accounts,
account,selection,"account.common.partner.report,result_selection",0,Receivable and Payable Accounts,
account,selection,"account.partner.balance,result_selection",0,Receivable and Payable Accounts,
account,selection,"account.partner.ledger,result_selection",0,Receivable and Payable Accounts,
account,code,addons\account\report\account_partner_balance.py,255,Receivable and Payable Accounts,
account,code,addons\account\report\account_partner_ledger.py,278,Receivable and Payable Accounts,
account,view,website,account.report_agedpartnerbalance,Receivable and Payable Accounts,
account,view,account.invoice,account.invoice_form,Recompute taxes and total,
account,view,account.invoice,account.invoice_supplier_form,Recompute taxes and total,
account,model,"ir.model,name",account.model_account_partner_reconcile_process,Reconcilation Process partner by partner,
account,view,account.automatic.reconcile,account.account_automatic_reconcile_view,Reconcile,
account,view,account.bank.statement,account.view_bank_statement_form,Reconcile,
account,view,account.bank.statement,account.view_bank_statement_form2,Reconcile,
account,field,"account.move.line,reconcile_id",0,Reconcile,
account,view,account.move.line.reconcile,account.view_account_move_line_reconcile_full,Reconcile,
account,view,account.move.line.reconcile.writeoff,account.account_move_line_reconcile_writeoff,Reconcile,
account,code,addons\account\static\src\xml\account_move_reconciliation.xml,30,Reconcile,
account,view,account.move.reconcile,account.view_move_reconcile_form,Reconcile Entries,
account,model,"ir.actions.act_window,name",account.action_account_reconcile_select,Reconcile Entries,
account,model,"ir.actions.act_window,name",account.action_view_account_move_line_reconcile,Reconcile Entries,
account,field,"account.move.line,reconcile_ref",0,Reconcile Ref,
account,view,account.move.line.reconcile,account.view_account_move_line_reconcile_full,Reconcile With Write-Off,
account,code,addons\account\wizard\account_reconcile.py,125,Reconcile Writeoff,
account,code,addons\account\static\src\js\account_tour_bank_statement_reconciliation.js,8,Reconcile the demo bank statement,
account,view,account.entries.report,account.view_account_entries_report_search,Reconciled,
account,view,account.entries.report,account.view_account_entries_report_search,Reconciled entries,
account,model,"ir.actions.act_window,name",account.act_account_acount_move_line_reconcile_open,Reconciled entries,
account,field,"account.automatic.reconcile,reconciled",0,Reconciled transactions,
account,view,account.automatic.reconcile,account.account_automatic_reconcile_view,Reconciliation,
account,view,account.move,account.view_move_form,Reconciliation,
account,view,account.move.line,account.view_move_line_form,Reconciliation,
account,view,account.move.line.reconcile,account.view_account_move_line_reconcile_full,Reconciliation,
account,view,account.move.line.reconcile.select,account.view_account_move_line_reconcile_select,Reconciliation,
account,code,addons\account\static\src\js\account_widgets.js,28,Reconciliation,
account,code,addons\account\wizard\account_move_line_reconcile_select.py,45,Reconciliation,
account,model,"ir.ui.menu,name",account.periodical_processing_reconciliation,Reconciliation,
account,view,account.automatic.reconcile,account.account_automatic_reconcile_view1,Reconciliation Result,
account,view,account.move.line.reconcile,account.view_account_move_line_reconcile_full,Reconciliation Transactions,
account,field,"account.entries.report,reconcile_id",0,Reconciliation number,
account,model,"ir.actions.client,name",account.action_bank_reconcile,Reconciliation on Bank Statements,
account,model,"ir.actions.client,name",account.action_bank_reconcile_bank_statements,Reconciliation on Bank Statements,
account,model,"ir.ui.menu,name",account.menu_bank_reconcile_bank_statements,Reconciliation on Bank Statements,
account,model,"ir.actions.act_window,name",account.action_account_partner_reconcile,Reconciliation: Go to Next Partner,
account,view,account.subscription,account.view_subscription_form,Recurring,
account,model,"ir.ui.menu,name",account.menu_finance_recurrent_entries,Recurring Entries,
account,model,"ir.actions.act_window,name",account.action_subscription_form,Recurring Lines,
account,model,"ir.actions.act_window,name",account.action_model_form,Recurring Models,
account,view,website,account.report_generalledger,Ref,
account,view,website,account.report_overdue_document,Ref,
account,view,website,account.report_partnerledger,Ref,
account,view,website,account.report_partnerledgerother,Ref,
account,field,"account.analytic.line,ref",0,Ref.,
account,field,"account.bank.statement,name",0,Reference,
account,field,"account.bank.statement.line,ref",0,Reference,
account,field,"account.entries.report,ref",0,Reference,
account,field,"account.move,ref",0,Reference,
account,field,"account.move.line,ref",0,Reference,
account,field,"account.subscription,ref",0,Reference,
account,xsl,account.transfer,0,Reference,
account,field,"cash.box.in,ref",0,Reference,
account,field,"account.invoice.report,uom_name",0,Reference Unit of Measure,
account,help,"report.invoice.created,origin",0,Reference of the document that generated this invoice report.,
account,help,"account.invoice,origin",0,Reference of the document that produced this invoice.,
account,help,"account.invoice.line,origin",0,Reference of the document that produced this invoice.,
account,field,"account.invoice,name",0,Reference/Description,
account,view,website,account.report_invoice_document,Reference:,
account,view,account.invoice,account.invoice_form,Refund,
account,view,account.invoice,account.invoice_supplier_form,Refund,
account,view,account.invoice.report,account.view_account_invoice_report_search,Refund,
account,code,addons\account\account_invoice.py,1022,Refund,
account,view,website,account.report_invoice_document,Refund,
account,field,"account.tax,ref_base_code_id",0,Refund Base Code,
account,field,"account.tax.template,ref_base_code_id",0,Refund Base Code,
account,field,"account.tax,ref_base_sign",0,Refund Base Code Sign,
account,field,"account.tax.template,ref_base_sign",0,Refund Base Code Sign,
account,view,account.invoice,account.invoice_form,Refund Invoice,
account,model,"ir.actions.act_window,name",account.action_account_invoice_refund,Refund Invoice,
account,field,"account.invoice.refund,journal_id",0,Refund Journal,
account,field,"account.invoice.refund,filter_refund",0,Refund Method,
account,field,"account.tax,account_paid_id",0,Refund Tax Account,
account,field,"account.tax.template,account_paid_id",0,Refund Tax Account,
account,field,"account.tax,account_analytic_paid_id",0,Refund Tax Analytic Account,
account,field,"account.tax,ref_tax_code_id",0,Refund Tax Code,
account,field,"account.tax.template,ref_tax_code_id",0,Refund Tax Code,
account,field,"account.tax,ref_tax_sign",0,Refund Tax Code Sign,
account,field,"account.tax.template,ref_tax_sign",0,Refund Tax Code Sign,
account,help,"account.invoice.refund,filter_refund",0,Refund base on this type. You can not Modify and Cancel if the invoice is already reconciled,
account,view,account.tax,account.view_tax_form,Refunds,
account,selection,"account.account,type",0,Regular,
account,selection,"account.account.template,type",0,Regular,
account,selection,"account.entries.report,type",0,Regular,
account,field,"account.partner.reconcile.process,to_reconcile",0,Remaining Partners,
account,help,"account.invoice,residual",0,Remaining amount due.,
account,view,account.subscription,account.view_subscription_form,Remove Lines,
account,field,"account.fiscal.position.tax,tax_dest_id",0,Replacement Tax,
account,field,"account.fiscal.position.tax.template,tax_dest_id",0,Replacement Tax,
account,view,account.financial.report,account.view_account_financial_report_form,Report,
account,field,"account.financial.report,name",0,Report Name,
account,view,account.aged.trial.balance,account.account_aged_balance_view,Report Options,
account,view,account.common.report,account.account_common_report_view,Report Options,
account,view,account.financial.report,account.view_account_financial_report_search,Report Type,
account,field,"account.financial.report,account_report_id",0,Report Value,
account,selection,"account.financial.report,type",0,Report Value,
account,model,"ir.model,name",account.model_report_invoice_created,Report of Invoices Created within Last 15 days,
account,model,"ir.model,name",account.model_report_account_sales,Report of the Sales by Account,
account,model,"ir.model,name",account.model_report_account_type_sales,Report of the Sales by Account Type,
account,model,"ir.ui.menu,name",account.menu_finance_reports,Reporting,
account,view,account.tax.code,account.view_tax_code_form,Reporting Configuration,
account,view,account.invoice,account.invoice_form,Reset to Draft,
account,code,addons\account\static\src\xml\account_bank_statement_reconciliation.xml,171,Residual,
account,field,"report.invoice.created,residual",0,Residual,
account,view,account.invoice,account.invoice_tree,Residual Amount,
account,field,"account.move.line,amount_residual",0,Residual Amount,
account,field,"account.move.line,amount_residual_currency",0,Residual Amount in Currency,
account,view,account.bank.statement,account.view_bank_statement_form2,Responsible,
account,field,"account.bank.statement,user_id",0,Responsible,
account,view,account.invoice,account.invoice_supplier_form,Responsible,
account,view,account.invoice,account.invoice_tree,Responsible,
account,selection,"account.financial.report,sign",0,Reverse balance sign,
account,view,account.chart.template,account.view_account_chart_template_seacrh,Root Account,
account,field,"account.chart.template,account_root_id",0,Root Account,
account,field,"account.chart.template,tax_code_root_id",0,Root Tax Code,
account,model,"account.account.type,name",account.data_account_type_view,Root/View,
account,selection,"res.company,tax_calculation_rounding_method",0,Round Globally,
account,selection,"account.config.settings,tax_calculation_rounding_method",0,Round globally,
account,selection,"res.company,tax_calculation_rounding_method",0,Round per Line,
account,selection,"account.config.settings,tax_calculation_rounding_method",0,Round per line,
account,code,addons\account\account_bank_statement.py,821,Rounding error from currency conversion,
account,view,account.subscription,account.view_subscription_search,Running,
account,selection,"account.subscription,state",0,Running,
account,view,account.subscription,account.view_subscription_search,Running Subscription,
account,model,"ir.actions.act_window,name",account.action_subscription_form_running,Running Subscriptions,
account,code,addons\account\account.py,3193,SAJ,
account,code,addons\account\account.py,3195,SCNJ,
account,selection,"account.analytic.journal,type",0,Sale,
account,view,account.config.settings,account.view_account_config_settings,Sale,
account,view,account.journal,account.view_account_journal_search,Sale,
account,selection,"account.journal,type",0,Sale,
account,view,account.model,account.view_model_search,Sale,
account,view,account.tax,account.view_account_tax_search,Sale,
account,selection,"account.tax,type_tax_use",0,Sale,
account,view,account.tax.template,account.view_account_tax_template_search,Sale,
account,selection,"account.tax.template,type_tax_use",0,Sale,
account,selection,"account.journal,type",0,Sale Refund,
account,view,wizard.multi.charts.accounts,account.view_wizard_multi_chart,Sale Tax,
